mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
47	47	833/4	833/4	0.25	5/16	5/16	9/8	1	2	1/16		1/16	1		-3	63	Eb4	4	824
47	47	417/2	417/2	1.0	3/8	3/8	9/8	2	2	1/4		1/4	1		-2	58	Bb3	3	839
47	47	835/4	835/4	0.25	7/16	7/16	9/8	1	2	1/16		1/16	1		-3	63	Eb4	4	825
47	47	209	209	0.25	1/2	1/2	9/8	1	2	1/16		1/16	1		-6	66	Gb4	4	826
47	47	837/4	837/4	0.25	9/16	9/16	9/8	1	2	1/16		1/16	1		-2	70	Bb4	4	827
47	47	419/2	419/2	0.5	5/8	5/8	9/8	2	2	1/8		1/8	1		-5	61	Db4	4	840
47	47	419/2	419/2	0.25	5/8	5/8	9/8	1	2	1/16		1/16	1		-6	66	Gb4	4	828
47	47	839/4	839/4	0.25	11/16	11/16	9/8	1	2	1/16		1/16	1		-3	63	Eb4	4	829
47	47	210	210	0.25	3/4	3/4	9/8	1	2	1/16		1/16	1		0	60	C4	4	830
47	47	210	210	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		0	60	C4	4	841
47	47	210	210	1.0	3/4	3/4	9/8	1	1	1/4		1/4	1		-6	78	Gb5	5	817
47	47	841/4	841/4	0.25	13/16	13/16	9/8	1	2	1/16		1/16	1		-3	63	Eb4	4	831
47	47	421/2	421/2	0.25	7/8	7/8	9/8	1	2	1/16		1/16	1		-6	66	Gb4	4	832
47	47	843/4	843/4	0.25	15/16	15/16	9/8	1	2	1/16		1/16	1		-2	70	Bb4	4	833
47	47	211	211	0.25	1	1	9/8	1	2	1/16		1/16	1		0	72	C5	5	834
47	47	211	211	0.5	1	1	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	818
47	47	845/4	845/4	0.25	17/16	17/16	9/8	1	2	1/16		1/16	1		-3	75	Eb5	5	835
48	48	423/2	423/2	1.0	0	0	9/8	2	2	1/4		1/4	1		-6	54	Gb3	3	863
48	48	423/2	423/2	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-5	61	Db4	4	862
48	48	423/2	423/2	0.25	0	0	9/8	1	2	1/16		1/16	1		-3	75	Eb5	5	845
48	48	423/2	423/2	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-3	75	Eb5	5	842
48	48	847/4	847/4	0.25	1/16	1/16	9/8	1	2	1/16		1/16	1		-3	63	Eb4	4	846
48	48	212	212	0.25	1/8	1/8	9/8	1	2	1/16		1/16	1		-6	66	Gb4	4	847
48	48	849/4	849/4	0.25	3/16	3/16	9/8	1	2	1/16		1/16	1		-2	70	Bb4	4	848
48	48	425/2	425/2	0.5	1/4	1/4	9/8	2	2	1/8		1/8	1		-4	56	Ab3	3	864
48	48	425/2	425/2	0.25	1/4	1/4	9/8	1	2	1/16		1/16	1		-6	66	Gb4	4	849
48	48	851/4	851/4	0.25	5/16	5/16	9/8	1	2	1/16		1/16	1		-3	63	Eb4	4	850
48	48	213	213	1.0	3/8	3/8	9/8	2	2	1/4		1/4	1		-2	58	Bb3	3	865
48	48	853/4	853/4	0.25	7/16	7/16	9/8	1	2	1/16		1/16	1		-3	63	Eb4	4	851
48	48	427/2	427/2	0.25	1/2	1/2	9/8	1	2	1/16		1/16	1		-6	66	Gb4	4	852
48	48	855/4	855/4	0.25	9/16	9/16	9/8	1	2	1/16		1/16	1		-2	70	Bb4	4	853
48	48	214	214	0.5	5/8	5/8	9/8	2	2	1/8		1/8	1		-5	61	Db4	4	866
48	48	214	214	0.25	5/8	5/8	9/8	1	2	1/16		1/16	1		-6	66	Gb4	4	854
48	48	857/4	857/4	0.25	11/16	11/16	9/8	1	2	1/16		1/16	1		-3	63	Eb4	4	855
48	48	429/2	429/2	0.25	3/4	3/4	9/8	1	2	1/16		1/16	1		0	60	C4	4	856
48	48	429/2	429/2	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		0	60	C4	4	867
48	48	429/2	429/2	1.0	3/4	3/4	9/8	1	1	1/4		1/4	1		-6	78	Gb5	5	843
48	48	859/4	859/4	0.25	13/16	13/16	9/8	1	2	1/16		1/16	1		-3	63	Eb4	4	857
48	48	215	215	0.25	7/8	7/8	9/8	1	2	1/16		1/16	1		-6	66	Gb4	4	858
48	48	861/4	861/4	0.25	15/16	15/16	9/8	1	2	1/16		1/16	1		-2	70	Bb4	4	859
48	48	431/2	431/2	0.25	1	1	9/8	1	2	1/16		1/16	1		0	72	C5	5	860
48	48	431/2	431/2	0.5	1	1	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	844
48	48	863/4	863/4	0.25	17/16	17/16	9/8	1	2	1/16		1/16	1		-3	75	Eb5	5	861
49	49	216	216	0.25	0	0	9/8	2	1	1/16		1/16	1		-6	66	Gb4	4	870
49	49	216	216	3.0	0	0	9/8	2	2	3/4		1/2	3/2	1	-6	66	Gb4	4	888
49	49	216	216	3.0	0	0	9/8	1	1	3/4		1/2	3/2	1	-3	87	Eb6	6	868
49	49	865/4	865/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-2	70	Bb4	4	871
49	49	433/2	433/2	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-5	73	Db5	5	872
49	49	867/4	867/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-3	75	Eb5	5	873
49	49	217	217	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-6	78	Gb5	5	874
49	49	869/4	869/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		-2	82	Bb5	5	875
49	49	435/2	435/2	0.25	3/8	3/8	9/8	2	1	1/16		1/16	1		-6	66	Gb4	4	876
49	49	871/4	871/4	0.25	7/16	7/16	9/8	2	1	1/16		1/16	1		-2	70	Bb4	4	877
49	49	218	218	0.25	1/2	1/2	9/8	2	1	1/16		1/16	1		-5	73	Db5	5	878
49	49	873/4	873/4	0.25	9/16	9/16	9/8	2	1	1/16		1/16	1		-3	75	Eb5	5	879
49	49	437/2	437/2	0.25	5/8	5/8	9/8	2	1	1/16		1/16	1		-6	78	Gb5	5	880
49	49	875/4	875/4	0.25	11/16	11/16	9/8	2	1	1/16		1/16	1		0	84	C6	6	881
49	49	219	219	0.25	3/4	3/4	9/8	2	1	1/16		1/16	1		-6	66	Gb4	4	882
49	49	219	219	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2	-1	-6	66	Gb4	4	889
49	49	219	219	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	0	-3	87	Eb6	6	869
49	49	877/4	877/4	0.25	13/16	13/16	9/8	2	1	1/16		1/16	1		-2	70	Bb4	4	883
49	49	439/2	439/2	0.25	7/8	7/8	9/8	2	1	1/16		1/16	1		-5	73	Db5	5	884
49	49	879/4	879/4	0.25	15/16	15/16	9/8	2	1	1/16		1/16	1		-3	75	Eb5	5	885
49	49	220	220	0.25	1	1	9/8	2	1	1/16		1/16	1		-6	78	Gb5	5	886
49	49	881/4	881/4	0.25	17/16	17/16	9/8	2	1	1/16		1/16	1		-2	82	Bb5	5	887
50	50	441/2	441/2	0.25	0	0	9/8	2	1	1/16		1/16	1		-6	66	Gb4	4	893
50	50	441/2	441/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-6	66	Gb4	4	911
50	50	441/2	441/2	1.5	0	0	9/8	1	1	3/8		1/4	3/2	-1	-3	87	Eb6	6	890
50	50	883/4	883/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		3	69	A4	4	894
50	50	221	221	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-5	73	Db5	5	895
50	50	885/4	885/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-3	75	Eb5	5	896
50	50	443/2	443/2	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-6	78	Gb5	5	897
50	50	887/4	887/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		3	81	A5	5	898
50	50	222	222	0.25	3/8	3/8	9/8	2	1	1/16		1/16	1		-6	66	Gb4	4	899
50	50	222	222	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-5	85	Db6	6	891
50	50	889/4	889/4	0.25	7/16	7/16	9/8	2	1	1/16		1/16	1		3	69	A4	4	900
50	50	445/2	445/2	0.25	1/2	1/2	9/8	2	1	1/16		1/16	1		-5	73	Db5	5	901
50	50	891/4	891/4	0.25	9/16	9/16	9/8	2	1	1/16		1/16	1		-3	75	Eb5	5	902
50	50	223	223	0.25	5/8	5/8	9/8	2	1	1/16		1/16	1		-6	78	Gb5	5	903
50	50	893/4	893/4	0.25	11/16	11/16	9/8	2	1	1/16		1/16	1		-7	83	Cb6	6	904
50	50	447/2	447/2	0.25	3/4	3/4	9/8	2	1	1/16		1/16	1		-6	66	Gb4	4	905
50	50	447/2	447/2	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-6	66	Gb4	4	912
50	50	447/2	447/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-3	87	Eb6	6	892
50	50	895/4	895/4	0.25	13/16	13/16	9/8	2	1	1/16		1/16	1		3	69	A4	4	906
50	50	224	224	0.25	7/8	7/8	9/8	2	1	1/16		1/16	1		-5	73	Db5	5	907
50	50	897/4	897/4	0.25	15/16	15/16	9/8	2	1	1/16		1/16	1		-3	75	Eb5	5	908
50	50	449/2	449/2	0.25	1	1	9/8	2	1	1/16		1/16	1		-6	78	Gb5	5	909
50	50	899/4	899/4	0.25	17/16	17/16	9/8	2	1	1/16		1/16	1		3	81	A5	5	910
51	51	225	225	0.25	0	0	9/8	2	1	1/16		1/16	1		-1	65	F4	4	915
51	51	225	225	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-1	65	F4	4	921
51	51	901/4	901/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-4	68	Ab4	4	916
51	51	451/2	451/2	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		0	72	C5	5	917
51	51	903/4	903/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-1	77	F5	5	918
51	51	226	226	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-4	80	Ab5	5	919
51	51	905/4	905/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		0	84	C6	6	920
51	51	453/2	453/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-1	77	F5	5	913
51	51	453/2	453/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-4	80	Ab5	5	913
51	51	228	228	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-1	65	F4	4	922
51	51	228	228	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-1	77	F5	5	914
52	52	459/2	459/2	0.25	0	0	9/8	2	1	1/16		1/16	1		-1	65	F4	4	927
52	52	459/2	459/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-1	65	F4	4	933
52	52	459/2	459/2	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-1	77	F5	5	923
52	52	919/4	919/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		3	69	A4	4	928
52	52	230	230	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		0	72	C5	5	929
52	52	230	230	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		0	72	C5	5	924
52	52	230	230	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	924
52	52	921/4	921/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-3	75	Eb5	5	930
52	52	461/2	461/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	925
52	52	461/2	461/2	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-1	77	F5	5	931
52	52	461/2	461/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-1	77	F5	5	925
52	52	923/4	923/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		3	81	A5	5	932
52	52	231	231	3.0	3/8	3/8	9/8	1	1	3/4		1/2	3/2	1	0	72	C5	5	926
52	52	231	231	3.0	3/8	3/8	9/8	1	1	3/4		1/2	3/2	1	-3	75	Eb5	5	926
52	52	465/2	465/2	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-1	65	F4	4	934
53	53	234	234	0.25	0	0	9/8	2	1	1/16		1/16	1		-1	65	F4	4	942
53	53	234	234	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-1	65	F4	4	948
53	53	234	234	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	0	72	C5	5	935
53	53	234	234	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-3	75	Eb5	5	935
53	53	937/4	937/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-4	68	Ab4	4	943
53	53	469/2	469/2	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-2	70	Bb4	4	944
53	53	469/2	469/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	936
53	53	469/2	469/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	936
53	53	939/4	939/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-5	73	Db5	5	945
53	53	235	235	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		0	72	C5	5	937
53	53	235	235	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	937
53	53	235	235	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-1	77	F5	5	946
53	53	941/4	941/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		-4	80	Ab5	5	947
53	53	471/2	471/2	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-2	70	Bb4	4	938
53	53	471/2	471/2	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-5	73	Db5	5	938
53	53	945/4	945/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2	1	-5	73	Db5	5	939
53	53	945/4	945/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2	1	-1	77	F5	5	939
53	53	237	237	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-1	65	F4	4	949
53	53	237	237	0.75	3/4	3/4	9/8	1	1	3/16		1/8	3/2	-1	-5	73	Db5	5	940
53	53	237	237	0.75	3/4	3/4	9/8	1	1	3/16		1/8	3/2	-1	-1	77	F5	5	940
53	53	951/4	951/4	0.75	15/16	15/16	9/8	1	1	3/16		1/8	3/2	1	-2	70	Bb4	4	941
53	53	951/4	951/4	0.75	15/16	15/16	9/8	1	1	3/16		1/8	3/2	1	-5	73	Db5	5	941
54	54	477/2	477/2	0.25	0	0	9/8	2	1	1/16		1/16	1		-3	63	Eb4	4	954
54	54	477/2	477/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-3	63	Eb4	4	960
54	54	477/2	477/2	0.25	0	0	9/8	1	1	1/16		1/16	1	-1	-2	70	Bb4	4	950
54	54	477/2	477/2	0.25	0	0	9/8	1	1	1/16		1/16	1	-1	-5	73	Db5	5	950
54	54	955/4	955/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-6	66	Gb4	4	955
54	54	239	239	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-4	68	Ab4	4	956
54	54	239	239	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-4	68	Ab4	4	951
54	54	239	239	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		0	72	C5	5	951
54	54	957/4	957/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		0	72	C5	5	957
54	54	479/2	479/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	952
54	54	479/2	479/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	952
54	54	479/2	479/2	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-3	75	Eb5	5	958
54	54	959/4	959/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		-6	78	Gb5	5	959
54	54	240	240	3.0	3/8	3/8	9/8	1	1	3/4		1/2	3/2		-4	68	Ab4	4	953
54	54	240	240	3.0	3/8	3/8	9/8	1	1	3/4		1/2	3/2		0	72	C5	5	953
54	54	483/2	483/2	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-3	63	Eb4	4	961
55	55	243	243	0.25	0	0	9/8	2	1	1/16		1/16	1		-5	61	Db4	4	972
55	55	243	243	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-5	61	Db4	4	979
55	55	973/4	973/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-3	63	Eb4	4	973
55	55	487/2	487/2	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-6	66	Gb4	4	974
55	55	487/2	487/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	962
55	55	487/2	487/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	962
55	55	975/4	975/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-2	70	Bb4	4	975
55	55	244	244	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-5	73	Db5	5	976
55	55	244	244	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-4	80	Ab5	5	963
55	55	244	244	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		0	84	C6	6	963
55	55	977/4	977/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		-3	75	Eb5	5	977
55	55	489/2	489/2	1.5	3/8	3/8	9/8	1	2	3/8		1/4	3/2		-6	78	Gb5	5	970
55	55	489/2	489/2	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	964
55	55	245	245	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-3	87	Eb6	6	965
55	55	491/2	491/2	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	966
55	55	246	246	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		0	60	C4	4	980
55	55	246	246	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-3	63	Eb4	4	978
55	55	246	246	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-1	65	F4	4	978
55	55	246	246	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-4	68	Ab4	4	978
55	55	246	246	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		0	72	C5	5	978
55	55	246	246	1.5	3/4	3/4	9/8	1	2	3/8		1/4	3/2	1	-1	77	F5	5	971
55	55	246	246	0.5	3/4	3/4	9/8	1	1	1/8		1/8	1		-4	80	Ab5	5	967
55	55	493/2	493/2	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	968
55	55	247	247	0.5	1	1	9/8	1	1	1/8		1/8	1	1	-4	80	Ab5	5	969
56	56	495/2	495/2	0.25	0	0	9/8	2	1	1/16		1/16	1		0	48	C3	3	986
56	56	495/2	495/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		0	48	C3	3	994
56	56	495/2	495/2	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-1	77	F5	5	981
56	56	495/2	495/2	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-4	80	Ab5	5	981
56	56	991/4	991/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-6	54	Gb3	3	987
56	56	248	248	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-2	58	Bb3	3	988
56	56	248	248	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	982
56	56	248	248	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	982
56	56	993/4	993/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		0	60	C4	4	989
56	56	497/2	497/2	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-3	63	Eb4	4	990
56	56	497/2	497/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-1	77	F5	5	983
56	56	497/2	497/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-4	80	Ab5	5	983
56	56	995/4	995/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		-6	66	Gb4	4	991
56	56	249	249	1.5	3/8	3/8	9/8	2	1	3/8		1/4	3/2		-2	70	Bb4	4	992
56	56	249	249	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-3	75	Eb5	5	984
56	56	249	249	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-6	78	Gb5	5	984
56	56	501/2	501/2	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-1	53	F3	3	995
56	56	501/2	501/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		0	60	C4	4	993
56	56	501/2	501/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-3	63	Eb4	4	993
56	56	501/2	501/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		3	69	A4	4	985
56	56	501/2	501/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-1	77	F5	5	985
57	57	252	252	0.25	0	0	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	1007
57	57	252	252	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-4	56	Ab3	3	1014
57	57	252	252	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-1	77	F5	5	996
57	57	1009/4	1009/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-2	58	Bb3	3	1008
57	57	505/2	505/2	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-5	61	Db4	4	1009
57	57	505/2	505/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	997
57	57	505/2	505/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-1	77	F5	5	997
57	57	1011/4	1011/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-1	65	F4	4	1010
57	57	253	253	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-4	68	Ab4	4	1011
57	57	253	253	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	998
57	57	253	253	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	998
57	57	1013/4	1013/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		-2	70	Bb4	4	1012
57	57	507/2	507/2	1.5	3/8	3/8	9/8	1	2	3/8		1/4	3/2		-5	73	Db5	5	1005
57	57	507/2	507/2	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1		-1	77	F5	5	999
57	57	254	254	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	1000
57	57	509/2	509/2	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-1	77	F5	5	1001
57	57	255	255	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-6	54	Gb3	3	1015
57	57	255	255	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-2	58	Bb3	3	1013
57	57	255	255	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-5	61	Db4	4	1013
57	57	255	255	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-3	63	Eb4	4	1013
57	57	255	255	1.5	3/4	3/4	9/8	1	2	3/8		1/4	3/2		-5	73	Db5	5	1006
57	57	255	255	0.5	3/4	3/4	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	1002
57	57	511/2	511/2	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-1	77	F5	5	1003
57	57	256	256	0.5	1	1	9/8	1	1	1/8		1/8	1	1	-3	75	Eb5	5	1004
58	58	513/2	513/2	0.25	0	0	9/8	2	1	1/16		1/16	1		-1	53	F3	3	1021
58	58	513/2	513/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-1	53	F3	3	1028
58	58	513/2	513/2	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-3	75	Eb5	5	1016
58	58	1027/4	1027/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	1022
58	58	257	257	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-2	58	Bb3	3	1023
58	58	257	257	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	1017
58	58	257	257	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	1017
58	58	1029/4	1029/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-5	61	Db4	4	1024
58	58	515/2	515/2	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-1	65	F4	4	1025
58	58	515/2	515/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		0	72	C5	5	1018
58	58	515/2	515/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	1018
58	58	1031/4	1031/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		-4	68	Ab4	4	1026
58	58	258	258	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-2	70	Bb4	4	1019
58	58	258	258	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-5	73	Db5	5	1019
58	58	519/2	519/2	0.75	3/4	3/4	9/8	2	2	3/16		1/8	3/2		-3	51	Eb3	3	1029
58	58	519/2	519/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-6	54	Gb3	3	1027
58	58	519/2	519/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		0	60	C4	4	1027
58	58	519/2	519/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-4	68	Ab4	4	1020
58	58	519/2	519/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		0	72	C5	5	1020
58	58	1041/4	1041/4	0.75	15/16	15/16	9/8	2	2	3/16		1/8	3/2	1	-4	44	Ab2	2	1030
59	59	261	261	0.5	0	0	9/8	2	1	1/8		1/8	1		-5	37	Db2	2	1033
59	59	261	261	3.0	0	0	9/8	2	3	3/4		1/2	3/2		-5	37	Db2	2	1038
59	59	261	261	0.5	0	0	9/8	2	1	1/8		1/8	1	-1	-4	44	Ab2	2	1033
59	59	261	261	3.0	0	0	9/8	2	3	3/4		1/2	3/2		-4	44	Ab2	2	1038
59	59	523/2	523/2	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-1	53	F3	3	1034
59	59	523/2	523/2	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-4	56	Ab3	3	1034
59	59	262	262	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1	1	-1	65	F4	4	1035
59	59	262	262	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1	1	-4	68	Ab4	4	1035
59	59	525/2	525/2	3.0	3/8	3/8	9/8	2	2	3/4		1/2	3/2		-7	59	Cb4	4	1037
59	59	525/2	525/2	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-1	65	F4	4	1036
59	59	525/2	525/2	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-4	68	Ab4	4	1036
59	59	525/2	525/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-1	77	F5	5	1031
59	59	525/2	525/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-4	80	Ab5	5	1031
59	59	264	264	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-5	73	Db5	5	1032
59	59	264	264	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-1	77	F5	5	1032
