mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
15	15	133/2	133/2	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	153
15	15	133/2	133/2	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	153
15	15	133/2	133/2	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-5	85	Db6	6	153
15	15	67	67	0.5	1	1	9/8	2	1	1/8		1/8	1		-5	61	Db4	4	161
15	15	67	67	0.5	1	1	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	161
15	15	67	67	0.5	1	1	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	161
15	15	67	67	0.5	1	1	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	154
15	15	67	67	0.5	1	1	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	154
15	15	67	67	0.5	1	1	9/8	1	1	1/8		1/8	1		-5	85	Db6	6	154
16	16	135/2	135/2	0.5	0	0	9/8	2	1	1/8		1/8	1		-5	61	Db4	4	169
16	16	135/2	135/2	0.5	0	0	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	169
16	16	135/2	135/2	0.5	0	0	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	169
16	16	135/2	135/2	0.5	0	0	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	163
16	16	135/2	135/2	0.5	0	0	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	163
16	16	135/2	135/2	0.5	0	0	9/8	1	1	1/8		1/8	1		-5	85	Db6	6	163
16	16	68	68	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		0	60	C4	4	170
16	16	68	68	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	170
16	16	68	68	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	170
16	16	68	68	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		0	72	C5	5	164
16	16	68	68	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	164
16	16	68	68	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	164
16	16	68	68	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		0	84	C6	6	164
16	16	137/2	137/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		0	60	C4	4	171
16	16	137/2	137/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	171
16	16	137/2	137/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	171
16	16	137/2	137/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		0	72	C5	5	165
16	16	137/2	137/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	165
16	16	137/2	137/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	165
16	16	137/2	137/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		0	84	C6	6	165
16	16	69	69	0.75	3/8	3/8	9/8	2	1	3/16		1/8	3/2		0	60	C4	4	172
16	16	69	69	0.75	3/8	3/8	9/8	2	1	3/16		1/8	3/2		-6	66	Gb4	4	172
16	16	69	69	0.75	3/8	3/8	9/8	2	1	3/16		1/8	3/2		-2	70	Bb4	4	172
16	16	69	69	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		0	72	C5	5	166
16	16	69	69	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-6	78	Gb5	5	166
16	16	69	69	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-2	82	Bb5	5	166
16	16	69	69	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		0	84	C6	6	166
16	16	279/4	279/4	0.75	9/16	9/16	9/8	2	1	3/16		1/8	3/2		-5	61	Db4	4	173
16	16	279/4	279/4	0.75	9/16	9/16	9/8	2	1	3/16		1/8	3/2		-6	66	Gb4	4	173
16	16	279/4	279/4	0.75	9/16	9/16	9/8	2	1	3/16		1/8	3/2		-2	70	Bb4	4	173
16	16	279/4	279/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2		-5	73	Db5	5	167
16	16	279/4	279/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2		-2	82	Bb5	5	167
16	16	279/4	279/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2		-5	85	Db6	6	167
16	16	141/2	141/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-2	58	Bb3	3	174
16	16	141/2	141/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-5	61	Db4	4	174
16	16	141/2	141/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-6	66	Gb4	4	174
16	16	141/2	141/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-2	70	Bb4	4	168
16	16	141/2	141/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-6	78	Gb5	5	168
16	16	141/2	141/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-2	82	Bb5	5	168
17	17	72	72	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-3	27	Eb1	1	189
17	17	72	72	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-3	39	Eb2	2	189
17	17	72	72	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-2	46	Bb2	2	189
17	17	291/4	291/4	0.75	3/16	3/16	9/8	2	1	3/16		1/8	3/2	1	-1	65	F4	4	182
17	17	291/4	291/4	0.75	3/16	3/16	9/8	2	1	3/16		1/8	3/2	1	-6	66	Gb4	4	182
17	17	291/4	291/4	0.75	3/16	3/16	9/8	2	1	3/16		1/8	3/2	1	-2	70	Bb4	4	182
17	17	291/4	291/4	0.75	3/16	3/16	9/8	1	1	3/16		1/8	3/2	1	-1	77	F5	5	175
17	17	291/4	291/4	0.75	3/16	3/16	9/8	1	1	3/16		1/8	3/2	1	-2	82	Bb5	5	175
17	17	291/4	291/4	0.75	3/16	3/16	9/8	1	1	3/16		1/8	3/2	1	-1	89	F6	6	175
17	17	147/2	147/2	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1	-1	-1	65	F4	4	183
17	17	147/2	147/2	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1	-1	-6	66	Gb4	4	183
17	17	147/2	147/2	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1	-1	-2	70	Bb4	4	183
17	17	147/2	147/2	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1	-1	-1	77	F5	5	176
17	17	147/2	147/2	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1	-1	-2	82	Bb5	5	176
17	17	147/2	147/2	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1	-1	-1	89	F6	6	176
17	17	74	74	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	184
17	17	74	74	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	184
17	17	74	74	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-3	75	Eb5	5	184
17	17	74	74	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	177
17	17	74	74	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	177
17	17	74	74	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-6	90	Gb6	6	177
17	17	149/2	149/2	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		-1	65	F4	4	185
17	17	149/2	149/2	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	185
17	17	149/2	149/2	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	185
17	17	149/2	149/2	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-1	77	F5	5	178
17	17	149/2	149/2	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	178
17	17	149/2	149/2	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-1	89	F6	6	178
17	17	75	75	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	186
17	17	75	75	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	186
17	17	75	75	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	186
17	17	75	75	0.5	3/4	3/4	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	179
17	17	75	75	0.5	3/4	3/4	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	179
17	17	75	75	0.5	3/4	3/4	9/8	1	1	1/8		1/8	1		-3	87	Eb6	6	179
17	17	151/2	151/2	0.5	7/8	7/8	9/8	2	1	1/8		1/8	1		-1	65	F4	4	187
17	17	151/2	151/2	0.5	7/8	7/8	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	187
17	17	151/2	151/2	0.5	7/8	7/8	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	187
17	17	151/2	151/2	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-1	77	F5	5	180
17	17	151/2	151/2	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	180
17	17	151/2	151/2	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-1	89	F6	6	180
17	17	76	76	0.5	1	1	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	188
17	17	76	76	0.5	1	1	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	188
17	17	76	76	0.5	1	1	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	188
17	17	76	76	0.5	1	1	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	181
17	17	76	76	0.5	1	1	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	181
17	17	76	76	0.5	1	1	9/8	1	1	1/8		1/8	1		-3	87	Eb6	6	181
18	18	153/2	153/2	0.5	0	0	9/8	2	1	1/8		1/8	1		-5	61	Db4	4	197
18	18	153/2	153/2	0.5	0	0	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	197
18	18	153/2	153/2	0.5	0	0	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	197
18	18	153/2	153/2	0.5	0	0	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	190
18	18	153/2	153/2	0.5	0	0	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	190
18	18	153/2	153/2	0.5	0	0	9/8	1	1	1/8		1/8	1		-5	85	Db6	6	190
18	18	77	77	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	198
18	18	77	77	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	198
18	18	77	77	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	198
18	18	77	77	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	191
18	18	77	77	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	191
18	18	77	77	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	87	Eb6	6	191
18	18	155/2	155/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		-5	61	Db4	4	199
18	18	155/2	155/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	199
18	18	155/2	155/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	199
18	18	155/2	155/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	192
18	18	155/2	155/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	192
18	18	155/2	155/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-5	85	Db6	6	192
18	18	78	78	0.75	3/8	3/8	9/8	2	1	3/16		1/8	3/2		0	60	C4	4	200
18	18	78	78	0.75	3/8	3/8	9/8	2	1	3/16		1/8	3/2		-6	66	Gb4	4	200
18	18	78	78	0.75	3/8	3/8	9/8	2	1	3/16		1/8	3/2		-2	70	Bb4	4	200
18	18	78	78	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		0	72	C5	5	193
18	18	78	78	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-2	82	Bb5	5	193
18	18	78	78	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		0	84	C6	6	193
18	18	315/4	315/4	0.0	9/16	9/16	9/8	1	1	0	acciaccatura	1/8	3/2		-3	87	Eb6	6	194
18	18	315/4	315/4	0.75	9/16	9/16	9/8	2	1	3/16		1/8	3/2		-5	61	Db4	4	201
18	18	315/4	315/4	0.75	9/16	9/16	9/8	2	1	3/16		1/8	3/2		-6	66	Gb4	4	201
18	18	315/4	315/4	0.75	9/16	9/16	9/8	2	1	3/16		1/8	3/2		-2	70	Bb4	4	201
18	18	315/4	315/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2		-5	73	Db5	5	195
18	18	315/4	315/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2		-2	82	Bb5	5	195
18	18	315/4	315/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2		-5	85	Db6	6	195
18	18	159/2	159/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-2	58	Bb3	3	202
18	18	159/2	159/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-3	63	Eb4	4	202
18	18	159/2	159/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-6	66	Gb4	4	202
18	18	159/2	159/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-2	70	Bb4	4	196
18	18	159/2	159/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-6	78	Gb5	5	196
18	18	159/2	159/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-2	82	Bb5	5	196
19	19	81	81	4.5	0	0	9/8	2	2	9/8		1/2	9/4		-4	32	Ab1	1	211
19	19	81	81	4.5	0	0	9/8	2	2	9/8		1/2	9/4		-4	44	Ab2	2	211
19	19	81	81	0.75	0	0	9/8	1	1	3/16		1/8	3/2	-1	-2	70	Bb4	4	203
19	19	81	81	0.75	0	0	9/8	1	1	3/16		1/8	3/2	-1	-6	78	Gb5	5	203
19	19	81	81	0.75	0	0	9/8	1	1	3/16		1/8	3/2	-1	-2	82	Bb5	5	203
19	19	327/4	327/4	0.75	3/16	3/16	9/8	2	3	3/16		1/8	3/2		-6	54	Gb3	3	212
19	19	327/4	327/4	0.75	3/16	3/16	9/8	1	1	3/16		1/8	3/2		-6	66	Gb4	4	204
19	19	327/4	327/4	0.75	3/16	3/16	9/8	1	1	3/16		1/8	3/2		-6	78	Gb5	5	204
19	19	165/2	165/2	0.75	3/8	3/8	9/8	2	3	3/16		1/8	3/2		-4	56	Ab3	3	213
19	19	165/2	165/2	1.5	3/8	3/8	9/8	2	1	3/8		1/4	3/2		0	60	C4	4	209
19	19	165/2	165/2	1.5	3/8	3/8	9/8	2	1	3/8		1/4	3/2		-3	63	Eb4	4	209
19	19	165/2	165/2	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-4	68	Ab4	4	205
19	19	165/2	165/2	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-3	75	Eb5	5	205
19	19	165/2	165/2	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-4	80	Ab5	5	205
19	19	333/4	333/4	0.75	9/16	9/16	9/8	2	3	3/16		1/8	3/2		0	60	C4	4	214
19	19	333/4	333/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2		0	72	C5	5	206
19	19	333/4	333/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2		0	84	C6	6	206
19	19	84	84	0.75	3/4	3/4	9/8	2	3	3/16		1/8	3/2		-2	58	Bb3	3	215
19	19	84	84	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-3	63	Eb4	4	210
19	19	84	84	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-6	66	Gb4	4	210
19	19	84	84	0.75	3/4	3/4	9/8	1	1	3/16		1/8	3/2		-2	70	Bb4	4	207
19	19	84	84	0.75	3/4	3/4	9/8	1	1	3/16		1/8	3/2		-6	78	Gb5	5	207
19	19	84	84	0.75	3/4	3/4	9/8	1	1	3/16		1/8	3/2		-2	82	Bb5	5	207
19	19	339/4	339/4	0.75	15/16	15/16	9/8	2	3	3/16		1/8	3/2		-6	54	Gb3	3	216
19	19	339/4	339/4	0.75	15/16	15/16	9/8	1	1	3/16		1/8	3/2		-6	66	Gb4	4	208
19	19	339/4	339/4	0.75	15/16	15/16	9/8	1	1	3/16		1/8	3/2		-6	78	Gb5	5	208
20	20	171/2	171/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		3	33	A1	1	229
20	20	171/2	171/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		3	45	A2	2	229
20	20	86	86	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-6	54	Gb3	3	223
20	20	86	86	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		0	60	C4	4	223
20	20	86	86	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	223
20	20	86	86	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-6	66	Gb4	4	217
20	20	86	86	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		0	72	C5	5	217
20	20	86	86	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	217
20	20	86	86	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	217
20	20	173/2	173/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		-6	54	Gb3	3	224
20	20	173/2	173/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		0	60	C4	4	224
20	20	173/2	173/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	224
20	20	173/2	173/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-6	66	Gb4	4	218
20	20	173/2	173/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		0	72	C5	5	218
20	20	173/2	173/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	218
20	20	173/2	173/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	218
20	20	87	87	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1		-6	54	Gb3	3	225
20	20	87	87	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1		0	60	C4	4	225
20	20	87	87	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	225
20	20	87	87	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1		-6	66	Gb4	4	219
20	20	87	87	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1		0	72	C5	5	219
20	20	87	87	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	219
20	20	87	87	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	219
20	20	175/2	175/2	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-6	54	Gb3	3	226
20	20	175/2	175/2	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		0	60	C4	4	226
20	20	175/2	175/2	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	226
20	20	175/2	175/2	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-6	66	Gb4	4	220
20	20	175/2	175/2	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		0	72	C5	5	220
20	20	175/2	175/2	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	220
20	20	175/2	175/2	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	220
20	20	88	88	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		-4	56	Ab3	3	227
20	20	88	88	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		0	60	C4	4	227
20	20	88	88	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	227
20	20	88	88	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-4	68	Ab4	4	221
20	20	88	88	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		0	72	C5	5	221
20	20	88	88	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	221
20	20	88	88	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-4	80	Ab5	5	221
20	20	177/2	177/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-6	54	Gb3	3	228
20	20	177/2	177/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		0	60	C4	4	228
20	20	177/2	177/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-3	63	Eb4	4	228
20	20	177/2	177/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-6	66	Gb4	4	222
20	20	177/2	177/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		0	72	C5	5	222
20	20	177/2	177/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-3	75	Eb5	5	222
20	20	177/2	177/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-6	78	Gb5	5	222
21	21	90	90	4.5	0	0	9/8	2	2	9/8		1/2	9/4		-2	34	Bb1	1	239
21	21	90	90	4.5	0	0	9/8	2	2	9/8		1/2	9/4		-2	46	Bb2	2	239
21	21	363/4	363/4	0.75	3/16	3/16	9/8	2	3	3/16		1/8	3/2		-6	54	Gb3	3	240
21	21	363/4	363/4	2.25	3/16	3/16	9/8	2	1	9/16		1/4	9/4		-2	58	Bb3	3	237
21	21	363/4	363/4	2.25	3/16	3/16	9/8	2	1	9/16		1/4	9/4		-5	61	Db4	4	237
21	21	363/4	363/4	0.75	3/16	3/16	9/8	1	1	3/16		1/8	3/2		-6	66	Gb4	4	230
21	21	363/4	363/4	2.25	3/16	3/16	9/8	1	2	9/16		1/4	9/4		-5	73	Db5	5	235
21	21	363/4	363/4	0.75	3/16	3/16	9/8	1	1	3/16		1/8	3/2		-6	78	Gb5	5	230
21	21	183/2	183/2	0.75	3/8	3/8	9/8	2	3	3/16		1/8	3/2		-4	56	Ab3	3	241
21	21	183/2	183/2	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-4	68	Ab4	4	231
21	21	183/2	183/2	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-4	80	Ab5	5	231
21	21	369/4	369/4	0.75	9/16	9/16	9/8	2	3	3/16		1/8	3/2		-5	61	Db4	4	242
21	21	369/4	369/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2		-5	73	Db5	5	232
21	21	369/4	369/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2		-5	85	Db6	6	232
21	21	93	93	0.75	3/4	3/4	9/8	2	3	3/16		1/8	3/2		-2	58	Bb3	3	243
21	21	93	93	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-5	61	Db4	4	238
21	21	93	93	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-6	66	Gb4	4	238
21	21	93	93	0.75	3/4	3/4	9/8	1	1	3/16		1/8	3/2		-2	70	Bb4	4	233
21	21	93	93	1.5	3/4	3/4	9/8	1	2	3/8		1/4	3/2		-6	78	Gb5	5	236
21	21	93	93	0.75	3/4	3/4	9/8	1	1	3/16		1/8	3/2		-2	82	Bb5	5	233
21	21	375/4	375/4	0.75	15/16	15/16	9/8	2	3	3/16		1/8	3/2		-6	54	Gb3	3	244
21	21	375/4	375/4	0.75	15/16	15/16	9/8	1	1	3/16		1/8	3/2		-6	66	Gb4	4	234
21	21	375/4	375/4	0.75	15/16	15/16	9/8	1	1	3/16		1/8	3/2		-6	78	Gb5	5	234
22	22	189/2	189/2	4.5	0	0	9/8	2	2	9/8		1/2	9/4		0	36	C2	2	257
22	22	189/2	189/2	4.5	0	0	9/8	2	2	9/8		1/2	9/4		0	48	C3	3	257
22	22	95	95	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-6	54	Gb3	3	251
22	22	95	95	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-2	58	Bb3	3	251
22	22	95	95	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	251
22	22	95	95	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-6	66	Gb4	4	245
22	22	95	95	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	245
22	22	95	95	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	245
22	22	95	95	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	245
22	22	191/2	191/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		-6	54	Gb3	3	252
22	22	191/2	191/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		-2	58	Bb3	3	252
22	22	191/2	191/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	252
22	22	191/2	191/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-6	66	Gb4	4	246
22	22	191/2	191/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	246
22	22	191/2	191/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	246
22	22	191/2	191/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	246
22	22	96	96	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1		-6	54	Gb3	3	253
22	22	96	96	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1		-2	58	Bb3	3	253
22	22	96	96	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	253
22	22	96	96	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1		-6	66	Gb4	4	247
22	22	96	96	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	247
22	22	96	96	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	247
22	22	96	96	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	247
22	22	193/2	193/2	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-6	54	Gb3	3	254
22	22	193/2	193/2	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-2	58	Bb3	3	254
22	22	193/2	193/2	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	254
22	22	193/2	193/2	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-6	66	Gb4	4	248
22	22	193/2	193/2	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	248
22	22	193/2	193/2	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	248
22	22	193/2	193/2	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	248
22	22	97	97	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		-4	56	Ab3	3	255
22	22	97	97	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		0	60	C4	4	255
22	22	97	97	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		-1	65	F4	4	255
22	22	97	97	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-4	68	Ab4	4	249
